Identification,Latitude,Longitude,Time of Observation,Ice Accretion On Ship,Thickness of Ice Accretion On Ship,Rate of Ice Accretion on Ship,Sea Level Pressure,Characteristics of Pressure Tendency,Pressure Tendency,Air Temperature,Wet Bulb Temperature,Dew Point Temperature,Sea Surface Temperature,Wave Direction,Wave Period,Wave Height,Swell Direction,Swell Period,Swell Height,Total Cloud Amount,Low Cloud Amount,Low Cloud Type,Cloud Height Indicator,Cloud Height,Middle Cloud Type,High Cloud Type,Visibility,Visibility Indicator,Present Weather,Past Weather,Wind Direction,Wind Speed
CHSV3, 17.8, 295.3,2018-07-12T13:12:00, , , , , , ,28.3, , ,27.9, , , , , , , , , , ,A, , , , , , , 50,3.6
CHSV3, 17.8, 295.3,2018-07-12T13:18:00, , , , , , ,28.4, , ,27.9, , , , , , , , , , ,A, , , , , , , 70,2.6
CHSV3, 17.8, 295.3,2018-07-12T13:24:00, , , , , , ,28.1, , ,27.9, , , , , , , , , , ,A, , , , , , , 70,2.6
CHSV3, 17.8, 295.3,2018-07-12T13:30:00, , , ,1020.30, , ,28.1, , , , , , , , , , , , , , , , , , , , , 51,3.3
CHSV3, 17.8, 295.3,2018-07-12T13:36:00, , , , , , ,28.3, , ,27.9, , , , , , , , , , ,A, , , , , , , 70,2.6
CHSV3, 17.8, 295.3,2018-07-12T13:42:00, , , , , , ,28.3, , ,27.9, , , , , , , , , , ,A, , , , , , , 60,2.6
CHSV3, 17.8, 295.3,2018-07-12T13:48:00, , , , , , ,28.2, , ,27.9, , , , , , , , , , ,A, , , , , , , 60,2.6
CHSV3, 17.8, 295.3,2018-07-12T13:54:00, , , , , , ,28.3, , ,27.9, , , , , , , , , , ,A, , , , , , , 50,3.1
CHSV3, 17.8, 295.3,2018-07-12T14:00:00, , , ,1020.30, , ,28.3, , , , , , , , , , , , , , , , , , , , , 58,2.6
CHSV3, 17.8, 295.3,2018-07-12T14:06:00, , , , , , ,28.4, , ,27.9, , , , , , , , , , ,A, , , , , , , 50,3.6
CHSV3, 17.8, 295.3,2018-07-12T14:12:00, , , , , , ,28.2, , ,27.9, , , , , , , , , , ,A, , , , , , , 50,2.1
CHSV3, 17.8, 295.3,2018-07-12T14:18:00, , , , , , ,28.9, , ,27.9, , , , , , , , , , ,A, , , , , , , 30,3.1
CHSV3, 17.8, 295.3,2018-07-12T14:24:00, , , , , , ,28.4, , ,27.9, , , , , , , , , , ,A, , , , , , , 40,4.6
CHSV3, 17.8, 295.3,2018-07-12T14:30:00, , , ,1020.90, , ,25.7, , , , , , , , , , , , , , , , , , , , , 75,4.2
CHSV3, 17.8, 295.3,2018-07-12T14:36:00, , , , , , ,25.4, , ,27.9, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-12T14:42:00, , , , , , ,24.9, , ,27.9, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-12T14:48:00, , , , , , ,25.4, , ,27.9, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-12T14:54:00, , , , , , ,26.0, , ,27.9, , , , , , , , , , ,A, , , , , , ,120,0.5
CHSV3, 17.8, 295.3,2018-07-12T15:00:00, , , ,1020.60, , ,26.1, , , , , , , , , , , , , , , , , , , , , , 
CHSV3, 17.8, 295.3,2018-07-12T15:06:00, , , , , , ,26.9, , ,27.9, , , , , , , , , , ,A, , , , , , ,160,0.5
CHSV3, 17.8, 295.3,2018-07-12T15:12:00, , , , , , ,26.6, , ,27.9, , , , , , , , , , ,A, , , , , , ,260,1.0
CHSV3, 17.8, 295.3,2018-07-12T15:18:00, , , , , , ,26.4, , ,27.9, , , , , , , , , , ,A, , , , , , ,330,1.5
CHSV3, 17.8, 295.3,2018-07-12T15:24:00, , , , , , ,27.0, , ,27.9, , , , , , , , , , ,A, , , , , , , 20,1.5
CHSV3, 17.8, 295.3,2018-07-12T15:30:00, , , ,1020.20, , ,28.0, , , , , , , , , , , , , , , , , , , , , 41,4.4
CHSV3, 17.8, 295.3,2018-07-12T15:36:00, , , , , , ,28.2, , ,28.0, , , , , , , , , , ,A, , , , , , , 50,3.1
CHSV3, 17.8, 295.3,2018-07-12T15:42:00, , , , , , ,28.4, , ,28.0, , , , , , , , , , ,A, , , , , , , 50,4.6
CHSV3, 17.8, 295.3,2018-07-12T15:48:00, , , , , , ,28.5, , ,28.0, , , , , , , , , , ,A, , , , , , , 50,3.6
CHSV3, 17.8, 295.3,2018-07-12T15:54:00, , , , , , ,28.4, , ,28.0, , , , , , , , , , ,A, , , , , , , 40,4.6
CHSV3, 17.8, 295.3,2018-07-12T16:00:00, , , ,1020.00, , ,28.5, , , , , , , , , , , , , , , , , , , , , 37,4.4
CHSV3, 17.8, 295.3,2018-07-12T16:06:00, , , , , , ,28.6, , ,28.0, , , , , , , , , , ,A, , , , , , , 40,4.1
CHSV3, 17.8, 295.3,2018-07-12T16:12:00, , , , , , ,29.0, , ,28.0, , , , , , , , , , ,A, , , , , , , 50,3.1
CHSV3, 17.8, 295.3,2018-07-12T16:18:00, , , , , , , , , ,28.0, , , , , , , , , , ,A, , , , , , , 30,3.6
CHSV3, 17.8, 295.3,2018-07-12T16:24:00, , , , , , ,28.7, , ,28.0, , , , , , , , , , ,A, , , , , , , 60,3.6
CHSV3, 17.8, 295.3,2018-07-12T16:30:00, , , ,1019.80, , ,28.5, , , , , , , , , , , , , , , , , , , , , 38,3.5
CHSV3, 17.8, 295.3,2018-07-12T16:36:00, , , , , , ,29.0, , ,28.1, , , , , , , , , , ,A, , , , , , , 50,3.1
CHSV3, 17.8, 295.3,2018-07-12T16:42:00, , , , , , ,29.2, , ,28.1, , , , , , , , , , ,A, , , , , , , 50,3.6
CHSV3, 17.8, 295.3,2018-07-12T16:48:00, , , , , , ,29.1, , ,28.1, , , , , , , , , , ,A, , , , , , , 40,5.1
CHSV3, 17.8, 295.3,2018-07-12T16:54:00, , , , , , ,29.0, , ,28.1, , , , , , , , , , ,A, , , , , , , 60,4.1
CHSV3, 17.8, 295.3,2018-07-12T17:00:00, , , ,1019.50, , ,29.2, , , , , , , , , , , , , , , , , , , , , 39,4.6
CHSV3, 17.8, 295.3,2018-07-12T17:06:00, , , , , , ,28.9, , ,28.1, , , , , , , , , , ,A, , , , , , , 30,4.1
CHSV3, 17.8, 295.3,2018-07-12T17:12:00, , , , , , ,28.8, , ,28.1, , , , , , , , , , ,A, , , , , , , 20,5.1
CHSV3, 17.8, 295.3,2018-07-12T17:18:00, , , , , , ,28.9, , ,28.1, , , , , , , , , , ,A, , , , , , , 30,4.6
CHSV3, 17.8, 295.3,2018-07-12T17:24:00, , , , , , ,29.1, , ,28.1, , , , , , , , , , ,A, , , , , , , 40,4.6
CHSV3, 17.8, 295.3,2018-07-12T17:30:00, , , ,1019.30, , ,29.2, , , , , , , , , , , , , , , , , , , , , 49,4.5
CHSV3, 17.8, 295.3,2018-07-12T17:36:00, , , , , , ,29.1, , ,28.1, , , , , , , , , , ,A, , , , , , , 30,4.1
CHSV3, 17.8, 295.3,2018-07-12T17:42:00, , , , , , ,29.6, , ,28.1, , , , , , , , , , ,A, , , , , , , 50,3.6
CHSV3, 17.8, 295.3,2018-07-12T17:48:00, , , , , , ,29.2, , ,28.2, , , , , , , , , , ,A, , , , , , , 30,4.6
CHSV3, 17.8, 295.3,2018-07-12T17:54:00, , , , , , ,29.1, , ,28.2, , , , , , , , , , ,A, , , , , , , 30,5.1
CHSV3, 17.8, 295.3,2018-07-12T18:00:00, , , ,1019.00, , ,29.1, , , , , , , , , , , , , , , , , , , , , 29,4.3
CHSV3, 17.8, 295.3,2018-07-12T18:06:00, , , , , , ,29.1, , ,28.2, , , , , , , , , , ,A, , , , , , , 40,4.1
CHSV3, 17.8, 295.3,2018-07-12T18:12:00, , , , , , ,29.0, , ,28.3, , , , , , , , , , ,A, , , , , , , 50,5.1
CHSV3, 17.8, 295.3,2018-07-12T18:18:00, , , , , , , , , ,28.3, , , , , , , , , , ,A, , , , , , , 30,4.1
CHSV3, 17.8, 295.3,2018-07-12T18:24:00, , , , , , ,29.0, , ,28.3, , , , , , , , , , ,A, , , , , , , 40,5.1
CHSV3, 17.8, 295.3,2018-07-12T18:30:00, , , ,1018.90, , ,29.1, , , , , , , , , , , , , , , , , , , , , 32,3.5
CHSV3, 17.8, 295.3,2018-07-12T18:36:00, , , , , , ,29.1, , ,28.3, , , , , , , , , , ,A, , , , , , , 40,3.6
CHSV3, 17.8, 295.3,2018-07-12T18:42:00, , , , , , ,29.3, , ,28.4, , , , , , , , , , ,A, , , , , , , 40,3.6
CHSV3, 17.8, 295.3,2018-07-12T18:48:00, , , , , , ,28.7, , ,28.4, , , , , , , , , , ,A, , , , , , , 50,5.1
CHSV3, 17.8, 295.3,2018-07-12T18:54:00, , , , , , ,28.7, , ,28.4, , , , , , , , , , ,A, , , , , , , 50,4.1
CHSV3, 17.8, 295.3,2018-07-12T19:00:00, , , ,1018.80, , ,29.0, , , , , , , , , , , , , , , , , , , , , 40,3.0
CHSV3, 17.8, 295.3,2018-07-12T19:06:00, , , , , , ,28.9, , ,28.4, , , , , , , , , , ,A, , , , , , , 40,4.1
CHSV3, 17.8, 295.3,2018-07-12T19:12:00, , , , , , ,28.6, , ,28.4, , , , , , , , , , ,A, , , , , , , 20,5.7
CHSV3, 17.8, 295.3,2018-07-12T19:18:00, , , , , , ,28.5, , ,28.5, , , , , , , , , , ,A, , , , , , , 20,5.7
CHSV3, 17.8, 295.3,2018-07-12T19:24:00, , , , , , ,28.6, , ,28.5, , , , , , , , , , ,A, , , , , , , 20,5.1
CHSV3, 17.8, 295.3,2018-07-12T19:30:00, , , ,1018.70, , ,28.7, , , , , , , , , , , , , , , , , , , , , 41,4.5
CHSV3, 17.8, 295.3,2018-07-12T19:36:00, , , , , , ,29.0, , ,28.5, , , , , , , , , , ,A, , , , , , , 50,4.6
CHSV3, 17.8, 295.3,2018-07-12T19:42:00, , , , , , ,28.6, , ,28.5, , , , , , , , , , ,A, , , , , , , 50,4.6
CHSV3, 17.8, 295.3,2018-07-12T19:48:00, , , , , , , , , ,28.6, , , , , , , , , , ,A, , , , , , , 50,4.6
CHSV3, 17.8, 295.3,2018-07-12T19:54:00, , , , , , ,29.2, , ,28.6, , , , , , , , , , ,A, , , , , , , 50,3.1
CHSV3, 17.8, 295.3,2018-07-12T20:00:00, , , ,1018.50, , ,28.9, , , , , , , , , , , , , , , , , , , , , 37,5.0
CHSV3, 17.8, 295.3,2018-07-12T20:06:00, , , , , , ,29.3, , ,28.6, , , , , , , , , , ,A, , , , , , , 30,3.1
CHSV3, 17.8, 295.3,2018-07-12T20:12:00, , , , , , ,29.2, , ,28.6, , , , , , , , , , ,A, , , , , , , 40,4.6
CHSV3, 17.8, 295.3,2018-07-12T20:18:00, , , , , , ,29.0, , ,28.6, , , , , , , , , , ,A, , , , , , , 50,5.1
CHSV3, 17.8, 295.3,2018-07-12T20:24:00, , , , , , ,28.9, , ,28.6, , , , , , , , , , ,A, , , , , , , 50,4.6
CHSV3, 17.8, 295.3,2018-07-12T20:30:00, , , ,1018.50, , ,28.8, , , , , , , , , , , , , , , , , , , , , 43,4.9
CHSV3, 17.8, 295.3,2018-07-12T20:36:00, , , , , , ,29.0, , ,28.6, , , , , , , , , , ,A, , , , , , , 30,3.6
CHSV3, 17.8, 295.3,2018-07-12T20:42:00, , , , , , ,28.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 60,4.6
CHSV3, 17.8, 295.3,2018-07-12T20:48:00, , , , , , ,28.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 40,4.1
CHSV3, 17.8, 295.3,2018-07-12T20:54:00, , , , , , ,28.8, , ,28.7, , , , , , , , , , ,A, , , , , , , 50,4.1
CHSV3, 17.8, 295.3,2018-07-12T21:00:00, , , ,1018.50, , ,28.9, , , , , , , , , , , , , , , , , , , , , 47,5.0
CHSV3, 17.8, 295.3,2018-07-12T21:06:00, , , , , , ,29.0, , ,28.7, , , , , , , , , , ,A, , , , , , , 40,3.6
CHSV3, 17.8, 295.3,2018-07-12T21:12:00, , , , , , ,28.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 50,4.1
CHSV3, 17.8, 295.3,2018-07-12T21:18:00, , , , , , ,28.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 40,4.1
CHSV3, 17.8, 295.3,2018-07-12T21:24:00, , , , , , ,28.7, , ,28.7, , , , , , , , , , ,A, , , , , , , 40,4.1
CHSV3, 17.8, 295.3,2018-07-12T21:30:00, , , ,1018.50, , ,28.9, , , , , , , , , , , , , , , , , , , , , 55,3.7
CHSV3, 17.8, 295.3,2018-07-12T21:36:00, , , , , , ,28.8, , ,28.7, , , , , , , , , , ,A, , , , , , , 50,3.1
CHSV3, 17.8, 295.3,2018-07-12T21:42:00, , , , , , ,28.6, , ,28.7, , , , , , , , , , ,A, , , , , , , 40,3.6
CHSV3, 17.8, 295.3,2018-07-12T21:48:00, , , , , , ,28.7, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,4.1
CHSV3, 17.8, 295.3,2018-07-12T21:54:00, , , , , , ,28.5, , ,28.8, , , , , , , , , , ,A, , , , , , , 40,4.1
CHSV3, 17.8, 295.3,2018-07-12T22:00:00, , , ,1018.70, , ,28.5, , , , , , , , , , , , , , , , , , , , , 57,3.7
CHSV3, 17.8, 295.3,2018-07-12T22:06:00, , , , , , ,28.7, , ,28.8, , , , , , , , , , ,A, , , , , , , 50,2.1
CHSV3, 17.8, 295.3,2018-07-12T22:12:00, , , , , , ,28.6, , ,28.8, , , , , , , , , , ,A, , , , , , , 50,2.1
CHSV3, 17.8, 295.3,2018-07-12T22:18:00, , , , , , ,28.6, , ,28.8, , , , , , , , , , ,A, , , , , , , 60,2.1
CHSV3, 17.8, 295.3,2018-07-12T22:24:00, , , , , , ,28.4, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,2.6
CHSV3, 17.8, 295.3,2018-07-12T22:30:00, , , ,1019.00, , ,28.1, , , , , , , , , , , , , , , , , , , , , 64,2.9
CHSV3, 17.8, 295.3,2018-07-12T22:36:00, , , , , , ,28.1, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,2.1
CHSV3, 17.8, 295.3,2018-07-12T22:42:00, , , , , , ,28.0, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,2.6
CHSV3, 17.8, 295.3,2018-07-12T22:48:00, , , , , , , , , ,28.8, , , , , , , , , , ,A, , , , , , , 40,2.6
CHSV3, 17.8, 295.3,2018-07-12T22:54:00, , , , , , ,27.8, , ,28.8, , , , , , , , , , ,A, , , , , , , 60,3.1
CHSV3, 17.8, 295.3,2018-07-12T23:00:00, , , ,1019.20, , ,27.7, , , , , , , , , , , , , , , , , , , , , 60,2.6
CHSV3, 17.8, 295.3,2018-07-12T23:06:00, , , , , , ,27.7, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,2.6
CHSV3, 17.8, 295.3,2018-07-12T23:12:00, , , , , , ,27.6, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-12T23:18:00, , , , , , , , , ,28.8, , , , , , , , , , ,A, , , , , , , 70,2.6
CHSV3, 17.8, 295.3,2018-07-12T23:24:00, , , , , , ,27.6, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-12T23:30:00, , , ,1019.50, , ,27.5, , , , , , , , , , , , , , , , , , , , , 91,2.3
CHSV3, 17.8, 295.3,2018-07-12T23:36:00, , , , , , ,27.5, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-12T23:42:00, , , , , , ,27.5, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,2.6
CHSV3, 17.8, 295.3,2018-07-12T23:48:00, , , , , , ,27.5, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,1.0
CHSV3, 17.8, 295.3,2018-07-12T23:54:00, , , , , , ,27.5, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-13T00:00:00, , , ,1020.00, , ,27.5, , , , , , , , , , , , , , , , , , , , , 87,1.6
CHSV3, 17.8, 295.3,2018-07-13T00:06:00, , , , , , ,27.5, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-13T00:12:00, , , , , , ,27.4, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-13T00:18:00, , , , , , ,27.4, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,2.6
CHSV3, 17.8, 295.3,2018-07-13T00:24:00, , , , , , ,27.4, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-13T00:30:00, , , ,1020.40, , ,27.5, , , , , , , , , , , , , , , , , , , , ,100,2.0
CHSV3, 17.8, 295.3,2018-07-13T00:36:00, , , , , , ,27.5, , ,28.9, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-13T00:42:00, , , , , , ,27.5, , ,28.9, , , , , , , , , , ,A, , , , , , , 80,0.5
CHSV3, 17.8, 295.3,2018-07-13T00:48:00, , , , , , ,27.4, , ,28.9, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-13T00:54:00, , , , , , ,27.4, , ,28.9, , , , , , , , , , ,A, , , , , , , 90,1.0
CHSV3, 17.8, 295.3,2018-07-13T01:00:00, , , ,1020.60, , ,27.5, , , , , , , , , , , , , , , , , , , , , 75,2.3
CHSV3, 17.8, 295.3,2018-07-13T01:06:00, , , , , , ,27.4, , ,28.9, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-13T01:12:00, , , , , , ,27.3, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-13T01:18:00, , , , , , ,27.3, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-13T01:24:00, , , , , , ,27.4, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-13T01:30:00, , , ,1020.80, , ,27.4, , , , , , , , , , , , , , , , , , , , ,101,1.0
CHSV3, 17.8, 295.3,2018-07-13T01:36:00, , , , , , ,27.6, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-13T01:42:00, , , , , , ,27.5, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-13T01:48:00, , , , , , , , , ,28.8, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-13T01:54:00, , , , , , ,27.4, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-13T02:00:00, , , ,1021.10, , ,27.4, , , , , , , , , , , , , , , , , , , , , 77,1.0
CHSV3, 17.8, 295.3,2018-07-13T02:06:00, , , , , , ,27.4, , ,28.8, , , , , , , , , , ,A, , , , , , , 50,1.5
CHSV3, 17.8, 295.3,2018-07-13T02:12:00, , , , , , ,27.4, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,1.0
CHSV3, 17.8, 295.3,2018-07-13T02:18:00, , , , , , ,27.3, , ,28.8, , , , , , , , , , ,A, , , , , , ,361,0.0
CHSV3, 17.8, 295.3,2018-07-13T02:24:00, , , , , , ,27.2, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-13T02:30:00, , , ,1021.10, , ,27.2, , , , , , , , , , , , , , , , , , , , , 82,1.5
CHSV3, 17.8, 295.3,2018-07-13T02:36:00, , , , , , ,27.2, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,1.0
CHSV3, 17.8, 295.3,2018-07-13T02:42:00, , , , , , ,27.1, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-13T02:48:00, , , , , , ,27.1, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,0.5
CHSV3, 17.8, 295.3,2018-07-13T02:54:00, , , , , , ,27.0, , ,28.8, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-13T03:00:00, , , ,1020.90, , ,27.0, , , , , , , , , , , , , , , , , , , , , 84,1.4
CHSV3, 17.8, 295.3,2018-07-13T03:06:00, , , , , , ,26.9, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-13T03:12:00, , , , , , ,26.9, , ,28.8, , , , , , , , , , ,A, , , , , , ,100,1.0
CHSV3, 17.8, 295.3,2018-07-13T03:18:00, , , , , , ,26.9, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-13T03:24:00, , , , , , ,26.9, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,1.0
CHSV3, 17.8, 295.3,2018-07-13T03:30:00, , , ,1020.60, , ,26.8, , , , , , , , , , , , , , , , , , , , , 91,1.2
CHSV3, 17.8, 295.3,2018-07-13T03:36:00, , , , , , ,26.8, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,1.0
CHSV3, 17.8, 295.3,2018-07-13T03:42:00, , , , , , ,26.9, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,1.0
CHSV3, 17.8, 295.3,2018-07-13T03:48:00, , , , , , ,26.9, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-13T03:54:00, , , , , , ,27.0, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-13T04:00:00, , , ,1020.40, , ,27.1, , , , , , , , , , , , , , , , , , , , , 78,3.0
CHSV3, 17.8, 295.3,2018-07-13T04:06:00, , , , , , ,27.1, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,2.6
CHSV3, 17.8, 295.3,2018-07-13T04:12:00, , , , , , ,27.1, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-13T04:18:00, , , , , , ,27.0, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,1.0
CHSV3, 17.8, 295.3,2018-07-13T04:24:00, , , , , , ,27.1, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-13T04:30:00, , , ,1020.10, , ,27.1, , , , , , , , , , , , , , , , , , , , , 87,1.4
CHSV3, 17.8, 295.3,2018-07-13T04:36:00, , , , , , ,27.1, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-13T04:42:00, , , , , , ,27.1, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,2.1
CHSV3, 17.8, 295.3,2018-07-13T04:48:00, , , , , , ,27.1, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-13T04:54:00, , , , , , ,27.1, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-13T05:00:00, , , ,1019.70, , ,27.0, , , , , , , , , , , , , , , , , , , , , 88,2.4
CHSV3, 17.8, 295.3,2018-07-13T05:06:00, , , , , , ,27.0, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-13T05:12:00, , , , , , ,26.9, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-13T05:18:00, , , , , , ,26.8, , ,28.8, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-13T05:24:00, , , , , , ,26.8, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-13T05:30:00, , , ,1019.40, , ,26.9, , , , , , , , , , , , , , , , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-13T05:36:00, , , , , , ,26.9, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-13T05:42:00, , , , , , ,26.9, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-13T05:48:00, , , , , , ,26.8, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,1.0
CHSV3, 17.8, 295.3,2018-07-13T05:54:00, , , , , , ,26.8, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,1.0
CHSV3, 17.8, 295.3,2018-07-13T06:00:00, , , ,1019.30, , ,26.8, , , , , , , , , , , , , , , , , , , , , 97,1.5
CHSV3, 17.8, 295.3,2018-07-13T06:06:00, , , , , , ,26.7, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-13T06:12:00, , , , , , ,26.7, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-13T06:18:00, , , , , , ,26.7, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-13T06:24:00, , , , , , ,26.7, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-13T06:30:00, , , ,1018.90, , ,27.0, , , , , , , , , , , , , , , , , , , , , 82,1.5
CHSV3, 17.8, 295.3,2018-07-13T06:36:00, , , , , , ,26.9, , ,28.8, , , , , , , , , , ,A, , , , , , ,100,2.1
CHSV3, 17.8, 295.3,2018-07-13T06:42:00, , , , , , ,26.8, , ,28.7, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-13T06:48:00, , , , , , ,26.8, , ,28.7, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-13T06:54:00, , , , , , ,26.8, , ,28.7, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-13T07:00:00, , , ,1018.70, , ,26.8, , , , , , , , , , , , , , , , , , , , , 89,2.2
CHSV3, 17.8, 295.3,2018-07-13T07:06:00, , , , , , ,26.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 80,1.0
CHSV3, 17.8, 295.3,2018-07-13T07:12:00, , , , , , ,26.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-13T07:18:00, , , , , , ,26.8, , ,28.7, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-13T07:24:00, , , , , , ,26.8, , ,28.7, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-13T07:30:00, , , ,1018.70, , ,26.8, , , , , , , , , , , , , , , , , , , , , 74,2.2
CHSV3, 17.8, 295.3,2018-07-13T07:36:00, , , , , , ,26.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-13T07:42:00, , , , , , ,26.8, , ,28.7, , , , , , , , , , ,A, , , , , , ,100,1.0
CHSV3, 17.8, 295.3,2018-07-13T07:48:00, , , , , , ,26.9, , ,28.7, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-13T07:54:00, , , , , , ,26.8, , ,28.7, , , , , , , , , , ,A, , , , , , ,100,1.5
